------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       Observed       |         Ritz         |      Rel. |     Aki     | Acc. |         Ei           Ek         |            Lower level            |            Upper level            |Type|    TP  |    Line  |
      Wavelength      |      Wavelength      |      Int. |   (s^-1)    |      |        (eV)         (eV)        |-----------------------------------|-----------------------------------|    |   Ref. |    Ref.  |
       Vac (nm)       |       Vac (nm)       |           |             |      |                                 | Conf.              | Term  | J    | Conf.              | Term  | J    |    |        |          |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          485.6156    |          485.61557   |         1 |             |      |  21.62407061   -   24.17649235  | 3s2.3p4.(1D).3d    | 2P    | 3/2  | 3s2.3p4.(3P<2>).4f | 2[2]* | 3/2  |    |        |  L14821  |
          486.59109   |          486.591056  |        83 | 1.5e+07     | D    |  19.96749907   -   22.514803938 | 3s2.3p4.(3P).4p    | 4S*   | 3/2  | 3s2.3p4.(3P).5s    | 4P    | 5/2  |    |  T1240 |  L11520  |
          486.75554   |          486.75560   |        17 |             |      |  19.762261075  -   22.30870487  | 3s2.3p4.(3P).4p    | 2D*   | 3/2  | 3s2.3p4.(1S).3d    | 2D    | 3/2  |    |        |  L11520  |
          487.7120    |          487.71202   |         4 |             |      |  21.351799846  -   23.89325004  | 3s2.3p4.(1D).4p    | 2P*   | 3/2  | 3s2.3p4.(3P).4d    | 2D    | 3/2  |    |        |  L11520  |
          487.98634   |          487.986345  |      2239 | 8.23e+07    | A    |  17.140027439  -   19.680048951 | 3s2.3p4.(3P).4s    | 2P    | 3/2  | 3s2.3p4.(3P).4p    | 2D*   | 5/2  |    |   T926 |  L11520  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          488.22424   |          488.22431   |        21 |             |      |  21.67504277   -   24.21382629  | 3s2.3p4.(1D).3d    | 2P    | 1/2  | 3s2.3p4.(3P<2>).4f | 2[1]* | 3/2  |    |        |  L11520  |
          488.82605   |          488.82611   |         8 |             |      |  21.62407061   -   24.15972864  | 3s2.3p4.(1D).3d    | 2P    | 3/2  | 3s2.3p4.(3P<2>).4f | 2[3]* | 5/2  |    |        |  L11520  |
          488.90419   |          488.904194  |       288 | 1.9e+07     | C    |  17.265833524  -   19.801086565 | 3s2.3p4.(3P).4s    | 2P    | 1/2  | 3s2.3p4.(3P).4p    | 2P*   | 1/2  |    |   T926 |  L11520  |
          490.47514   |          490.475143  |       107 | 3.7e+06     | B+   |  18.615942491  -   21.143075448 | 3s2.3p4.(3P).3d    | 2F    | 5/2  | 3s2.3p4.(1D).4p    | 2F*   | 7/2  |    |   T926 |  L11520  |
          491.43151   |          491.431459  |         7 |             |      |  21.351799846  -   23.87401512  | 3s2.3p4.(1D).4p    | 2P*   | 3/2  | 3s2.3p4.(3P).4d    | 2D    | 5/2  |    |        |  L11520  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          493.32089   |          493.320891  |       251 | 1.44e+07    | A    |  16.74852891   -   19.261084163 | 3s2.3p4.(3P).4s    | 4P    | 3/2  | 3s2.3p4.(3P).4p    | 4P*   | 3/2  |    |   T926 |  L11520  |
          493.6083    |          493.608555  |         3 | 7.e+05      | C+   |  18.615942491  -   21.127033505 | 3s2.3p4.(3P).3d    | 2F    | 5/2  | 3s2.3p4.(1D).4p    | 2F*   | 5/2  |    |   T926 |  L14821  |
          494.29210   |          494.29215   |        19 |             |      |  19.801086565  -   22.30870487  | 3s2.3p4.(3P).4p    | 2P*   | 1/2  | 3s2.3p4.(1S).3d    | 2D    | 3/2  |    |        |  L11520  |
          494.93999   |          494.939807  |         6 |             |      |  19.762261075  -   22.26659804  | 3s2.3p4.(3P).4p    | 2D*   | 3/2  | 3s2.3p4.(1S).3d    | 2D    | 5/2  |    |        |  L11520  |
          495.2924    |          495.292311  |         2 | 6.e+05      | D    |  17.140027439  -   19.64258207  | 3s2.3p4.(3P).4s    | 2P    | 3/2  | 3s2.3p4.(3P).4p    | 4D*   | 1/2  |    |   T926 |  L14821  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          495.51096   |          495.51112   |         8 |             |      |  21.67504277   -   24.17649235  | 3s2.3p4.(1D).3d    | 2P    | 1/2  | 3s2.3p4.(3P<2>).4f | 2[2]* | 3/2  |    |        |  L11520  |
          495.9478    |          495.948667  |         1 |             |      |  23.438088809  -   25.93733151  | 3s2.3p4.(3P).5p    | 4P*   | 3/2  | 3s2.3p4.(3P).6d    | 4P    | 5/2  |    |        |  L14821  |
          496.50794   |          496.507942  |       891 | 3.94e+07    | A    |  17.265833524  -   19.762261075 | 3s2.3p4.(3P).4s    | 2P    | 1/2  | 3s2.3p4.(3P).4p    | 2D*   | 3/2  |    |   T926 |  L11520  |
          497.21599   |          497.215984  |       100 | 9.7e+06     | B+   |  16.81247225   -   19.30534490  | 3s2.3p4.(3P).4s    | 4P    | 1/2  | 3s2.3p4.(3P).4p    | 4P*   | 1/2  |    |   T926 |  L11520  |
          498.0025    |          498.003313  |       0.5 |             |      |  23.070289982  -   25.55922152  | 3s2.3p4.(3P).4d    | 4F    | 5/2  | 3s2.3p4.(3P<1>).5f | 2[4]* | 7/2  |    |        |  L14821  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          499.072     |          499.073652  |      0.5? |             |      |  22.592663597  -   25.076257320 | 3s2.3p4.(3P).5s    | 4P    | 3/2  | 3s2.3p4.(3P).6p    | 4P*   | 3/2  |    |        |  L14821  |
          499.345     |          499.345575  |       0.5 |             |      |  22.82463962   -   25.30688090  | 3s2.3p4.(1D).3d    | 2S    | 1/2  | 3s2.3p4.(1D).5p    | 2D*   | 3/2  |    |        |  L14821  |
          499.3746    |          499.37552   |         2 |             |      |  23.570177223  -   26.05226965  | 3s2.3p4.(3P).5p    | 4D*   | 3/2  | 3s2.3p4.(3P).6d    | 2D    | 5/2  |    |        |  L14821  |
          499.6782    |          499.679301  |         2 |             |      |  22.94864813   -   25.42923159  | 3s2.3p4.(3P).4d    | 4F    | 9/2  | 3s2.3p4.(3P<2>).5f | 2[5]* | 11/2 |    |        |  L14821  |
          500.93342   |          500.933420  |       355 | 1.51e+07    | B    |  16.74852891   -   19.222902151 | 3s2.3p4.(3P).4s    | 4P    | 3/2  | 3s2.3p4.(3P).4p    | 4P*   | 5/2  |    |   T926 |  L11520  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          501.492     |          501.4932    |        1h |             |      |  23.63042494   -   26.1020361   | 3s2.3p4.(3P).4d    | 2P    | 3/2  | 3s2.3p4.(3P<2>).6f | 2[2]* | 5/2  |    |        |  L14821  |
          501.71626   |          501.716264  |      7413 | 2.07e+07    | B    |  18.656521057  -   21.127033505 | 3s2.3p4.(3P).3d    | 2D    | 3/2  | 3s2.3p4.(1D).4p    | 2F*   | 5/2  |    |   T926 |  L11520  |
          501.76337   |          501.763384  |        14 | 1.1e+06     | B    |  17.140027439  -   19.61030789  | 3s2.3p4.(3P).4s    | 2P    | 3/2  | 3s2.3p4.(3P).4p    | 4D*   | 3/2  |    |   T926 |  L11520  |
          502.4778    |          502.47938   |         1 |             |      |  21.42648951   -   23.89325004  | 3s2.3p4.(1D).4p    | 2P*   | 1/2  | 3s2.3p4.(3P).4d    | 2D    | 3/2  |    |        |  L14821  |
          503.0700    |          503.06820   |        1h |             |      |  23.63042494   -   26.0942982   | 3s2.3p4.(3P).4d    | 2P    | 3/2  | 3s2.3p4.(3P<2>).6f | 2[3]* | 5/2  |    |        |  L14821  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          503.440     |          503.440128  |       0.5 |             |      |  22.94864813   -   25.41070124  | 3s2.3p4.(3P).4d    | 4F    | 9/2  | 3s2.3p4.(3P<2>).5f | 2[4]* | 7/2  |    |        |  L14821  |
          503.777     |          503.777036  |     0.5bl |             |      |  22.94864813   -   25.40905473  | 3s2.3p4.(3P).4d    | 4F    | 9/2  | 3s2.3p4.(3P<2>).5f | 2[4]* | 9/2  |    |        |  L14821  |
          504.2416    |          504.241985  |         1 |             |      |  22.77287965   -   25.231017595 | 3s2.3p4.(3P).4d    | 4D    | 7/2  | 3s2.3p4.(3P).6p    | 2D*   | 5/2  |    |        |  L14821  |
          504.511     |          504.510468  |   0.5w,bl |             |      |  23.162238164  -   25.61906799  | 3s2.3p4.(3P).4d    | 2F    | 7/2  | 3s2.3p4.(3P<0>).5f | 2[3]* | 5/2  |    |        |  L14821  |
          506.20370   |          506.203703  |       398 | 2.23e+07    | B    |  16.81247225   -   19.261084163 | 3s2.3p4.(3P).4s    | 4P    | 1/2  | 3s2.3p4.(3P).4p    | 4P*   | 3/2  |    |   T926 |  L11520  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          508.764     |          508.763614  |       0.5 |             |      |  23.11937815   -   25.55566971  | 3s2.3p4.(3P).4d    | 4P    | 3/2  | 3s2.3p4.(3P<1>).5f | 2[2]* | 5/2  |    |        |  L14821  |
          509.04948   |          509.04949   |        45 |             |      |  21.36689104   -   23.80181442  | 3s2.3p4.(1D).3d    | 2D    | 5/2  | 3s2.3p4.(1S).4p    | 2P*   | 3/2  |    |        |  L11520  |
          509.2174    |          509.218711  |         1 |             |      |  23.438088809  -   25.87220304  | 3s2.3p4.(3P).5p    | 4P*   | 3/2  | 3s2.3p4.(3P).6d    | 4F    | 5/2  |    |        |  L14821  |
          509.5845    |          509.58581   |         2 |             |      |  23.619908872  -   26.05226965  | 3s2.3p4.(3P).5p    | 2P*   | 3/2  | 3s2.3p4.(3P).6d    | 2D    | 5/2  |    |        |  L14821  |
          509.6851    |          509.68595   |         1 |             |      |  23.620386781  -   26.05226965  | 3s2.3p4.(3P).5p    | 2D*   | 5/2  | 3s2.3p4.(3P).6d    | 2D    | 5/2  |    |        |  L14821  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          510.045     |          510.044206  |       0.5 |             |      |  23.484470418  -   25.91464514  | 3s2.3p4.(3P).5p    | 4D*   | 7/2  | 3s2.3p4.(3P).6d    | 2F    | 7/2  |    |        |  L14821  |
          512.14804   |          512.14805   |         5 |             |      |  23.87401512   -   26.29420710  | 3s2.3p4.(3P).4d    | 2D    | 5/2  | 3s2.3p4.(3P<0>).6f | 2[3]* | 5/2  |    |        |   L2634  |
          512.259     |          512.259683  |      0.5* |             |      |  22.683065435  -   25.102730005 | 3s2.3p4.(3P).5s    | 4P    | 1/2  | 3s2.3p4.(3P).6p    | 4D*   | 3/2  |    |        |  L14821  |
          512.259     |          512.260827  |      0.5* |             |      |  22.81135843   -   25.231017595 | 3s2.3p4.(3P).4d    | 4D    | 3/2  | 3s2.3p4.(3P).6p    | 2D*   | 5/2  |    |        |  L14821  |
          512.2972    |          512.29809   |         2 |             |      |  23.87401512   -   26.29349829  | 3s2.3p4.(3P).4d    | 2D    | 5/2  | 3s2.3p4.(3P<0>).6f | 2[3]* | 7/2  |    |        |  L14821  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          512.57663   |          512.57660   |        17 |             |      |  21.42814610   -   23.84631466  | 3s2.3p4.(1D).3d    | 2D    | 3/2  | 3s2.3p4.(1S).4p    | 2P*   | 1/2  |    |        |  L11520  |
          512.9083    |          512.90918   |         2 |             |      |  23.570177223  -   25.98677781  | 3s2.3p4.(3P).5p    | 4D*   | 3/2  | 3s2.3p4.(3P).6d    | 2P    | 3/2  |    |        |  L14821  |
          513.1106    |          513.109604  |         1 |             |      |  23.404027598  -   25.81968425  | 3s2.3p4.(3P).5p    | 4P*   | 5/2  | 3s2.3p4.(3P).7s    | 2P    | 3/2  |    |        |  L14821  |
          513.2145    |          513.214532  |         2 |             |      |  23.01454553   -   25.42970831  | 3s2.3p4.(3P).4d    | 4F    | 7/2  | 3s2.3p4.(3P<2>).5f | 2[5]* | 9/2  |    |        |  L14821  |
          514.17826   |          514.178260  |       224 | 8.1e+06     | A    |  18.732439371  -   21.143075448 | 3s2.3p4.(3P).3d    | 2D    | 5/2  | 3s2.3p4.(1D).4p    | 2F*   | 7/2  |    |   T926 |  L11520  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          514.53080   |          514.530815  |       162 | 1.06e+07    | B    |  17.140027439  -   19.549011775 | 3s2.3p4.(3P).4s    | 2P    | 3/2  | 3s2.3p4.(3P).4p    | 4D*   | 5/2  |    |   T926 |  L11520  |
          515.28606   |          515.28606   |         5 |             |      |  23.58132422   -   25.98677781  | 3s2.3p4.(3P).5p    | 2P*   | 1/2  | 3s2.3p4.(3P).6d    | 2P    | 3/2  |    |        |   L2634  |
          515.9505    |          515.951240  |         1 |             |      |  22.700377572  -   25.102730005 | 3s2.3p4.(3P).5s    | 2P    | 3/2  | 3s2.3p4.(3P).6p    | 4D*   | 3/2  |    |        |  L14821  |
          516.081     |          516.082641  |       0bl |             |      |  23.01454553   -   25.41628630  | 3s2.3p4.(3P).4d    | 4F    | 7/2  | 3s2.3p4.(3P<2>).5f | 2[3]* | 7/2  |    |        |  L14821  |
          516.27467   |          516.27463   |        14 |             |      |  21.492402391  -   23.89325004  | 3s2.3p4.(1D).4p    | 2D*   | 3/2  | 3s2.3p4.(3P).4d    | 2D    | 3/2  |    |        |  L11520  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          516.57727   |          516.577292  |        48 |             |      |  19.867157038  -   22.26659804  | 3s2.3p4.(3P).4p    | 2P*   | 3/2  | 3s2.3p4.(1S).3d    | 2D    | 5/2  |    |        |  L11520  |
          517.5426    |          517.541477  |         2 |             |      |  23.162238164  -   25.55720904  | 3s2.3p4.(3P).4d    | 2F    | 7/2  | 3s2.3p4.(3P<1>).5f | 2[4]* | 9/2  |    |        |  L14821  |
          517.62290   |          517.622902  |        26 | 1.7e+06     | B    |  18.732439371  -   21.127033505 | 3s2.3p4.(3P).3d    | 2D    | 5/2  | 3s2.3p4.(1D).4p    | 2F*   | 5/2  |    |   T926 |  L11520  |
          517.924     |          517.926198  |        0h |             |      |  22.683065435  -   25.076257320 | 3s2.3p4.(3P).5s    | 4P    | 1/2  | 3s2.3p4.(3P).6p    | 4P*   | 3/2  |    |        |  L14821  |
          518.309     |          518.308019  |     1bl,i |             |      |  23.438088809  -   25.82951773  | 3s2.3p4.(3P).5p    | 4P*   | 3/2  | 3s2.3p4.(3P).7s    | 4P    | 1/2  |    |        |  L14821  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          519.13656   |          519.136565  |        10 |             |      |  23.48728630   -   25.87489852  | 3s2.3p4.(3P).5p    | 4P*   | 1/2  | 3s2.3p4.(3P).6d    | 4P    | 3/2  |    |        |  L11520  |
          520.2193    |          520.21929   |         5 |             |      |  23.58132422   -   25.96396722  | 3s2.3p4.(3P).5p    | 2P*   | 1/2  | 3s2.3p4.(3P).6d    | 2D    | 3/2  |    |        |  L11520  |
          520.44432   |          520.444333  |         7 |             |      |  21.492402391  -   23.87401512  | 3s2.3p4.(1D).4p    | 2D*   | 3/2  | 3s2.3p4.(3P).4d    | 2D    | 5/2  |    |        |   L2634  |
          521.511     |          521.509472  |       0.5 | 1.6e+04     | E    |  17.265833524  -   19.64258207  | 3s2.3p4.(3P).4s    | 2P    | 1/2  | 3s2.3p4.(3P).4p    | 4D*   | 1/2  |    |  T997n |  L14821  |
          521.68140   |          521.681402  |        28 |             |      |  21.498049871  -   23.87401512  | 3s2.3p4.(1D).4p    | 2D*   | 5/2  | 3s2.3p4.(3P).4d    | 2D    | 5/2  |    |        |  L11520  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          521.9589    |          521.959514  |         1 |             |      |  22.83687165   -   25.211570947 | 3s2.3p4.(3P).4d    | 4D    | 1/2  | 3s2.3p4.(3P).6p    | 2D*   | 3/2  |    |        |  L14821  |
          522.1864    |          522.18622   |         6 |             |      |  21.42814610   -   23.80181442  | 3s2.3p4.(1D).3d    | 2D    | 3/2  | 3s2.3p4.(1S).4p    | 2P*   | 3/2  |    |        |  L11520  |
          523.05008   |          523.05025   |         6 |             |      |  23.682522355  -   26.05226965  | 3s2.3p4.(3P).5p    | 2D*   | 3/2  | 3s2.3p4.(3P).6d    | 2D    | 5/2  |    |        |  L11520  |
          523.075     |          523.0790    |       0.5 |             |      |  23.87401512   -   26.2436324   | 3s2.3p4.(3P).4d    | 2D    | 5/2  | 3s2.3p4.(3P<1>).6f | 2[3]* | 5/2  |    |        |  L14821  |
          523.603     |          523.601955  |         1 |             |      |  22.802509716  -   25.169760115 | 3s2.3p4.(3P).5s    | 2P    | 1/2  | 3s2.3p4.(1D).5p    | 2P*   | 3/2  |    |        |  L14821  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          523.6231    |          523.623215  |       2bl |             |      |  23.570177223  -   25.93733151  | 3s2.3p4.(3P).5p    | 4D*   | 3/2  | 3s2.3p4.(3P).6d    | 4P    | 5/2  |    |        |  L14821  |
          523.6853    |          523.68634   |         1 |             |      |  23.619908872  -   25.98677781  | 3s2.3p4.(3P).5p    | 2P*   | 3/2  | 3s2.3p4.(3P).6d    | 2P    | 3/2  |    |        |  L14821  |
          523.792     |          523.79211   |         0 |             |      |  23.620386781  -   25.98677781  | 3s2.3p4.(3P).5p    | 2D*   | 5/2  | 3s2.3p4.(3P).6d    | 2P    | 3/2  |    |        |  L14821  |
          524.1786    |          524.178891  |         2 |             |      |  23.58132422   -   25.94596914  | 3s2.3p4.(3P).5p    | 2P*   | 1/2  | 3s2.3p4.(3P).6d    | 4F    | 3/2  |    |        |  L14821  |
          524.509     |          524.50676   |         1 |             |      |  24.15215486   -   26.5153217   | 3s2.3p4.(3P<2>).4f | 2[4]* | 9/2  | 3s2.3p4.(3P<2>).7g | 2[4]  | 9/2  |    |        |  L14821  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          524.53778   |          524.53780   |         7 |             |      |  24.15215486   -   26.5151818   | 3s2.3p4.(3P<2>).4f | 2[4]* | 9/2  | 3s2.3p4.(3P<2>).7g | 2[5]  | 11/2 |    |        |  L11520  |
          524.7469    |          524.7472    |         1 |             |      |  24.15487223   -   26.5169564   | 3s2.3p4.(3P<2>).4f | 2[4]* | 7/2  | 3s2.3p4.(3P<2>).7g | 2[3]  | 7/2  |    |        |  L14821  |
          524.7986    |          524.79866   |         3 |             |      |  23.87401512   -   26.23586749  | 3s2.3p4.(3P).4d    | 2D    | 5/2  | 3s2.3p4.(3P<1>).6f | 2[4]* | 7/2  |    |        |  L14821  |
          524.95457   |          524.95456   |        11 |             |      |  23.48728630   -   25.84843727  | 3s2.3p4.(3P).5p    | 4P*   | 1/2  | 3s2.3p4.(3P).6d    | 4P    | 1/2  |    |        |  L11520  |
          525.057     |          525.056154  |         0 |             |      |  23.514204395  -   25.87489852  | 3s2.3p4.(3P).5p    | 4D*   | 5/2  | 3s2.3p4.(3P).6d    | 4P    | 3/2  |    |        |  L14821  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          525.11051   |          525.11058   |        12 |             |      |  24.15487223   -   26.5153217   | 3s2.3p4.(3P<2>).4f | 2[4]* | 7/2  | 3s2.3p4.(3P<2>).7g | 2[4]  | 9/2  |    |        |  L11520  |
          525.14029   |          525.14026   |        11 |             |      |  24.15487223   -   26.5151883   | 3s2.3p4.(3P<2>).4f | 2[4]* | 7/2  | 3s2.3p4.(3P<2>).7g | 2[5]  | 9/2  |    |        |  L11520  |
          525.2138    |          525.213571  |         1 |             |      |  23.258113744  -   25.61810033  | 3s2.3p4.(3P).4d    | 2F    | 5/2  | 3s2.3p4.(3P<0>).5f | 2[3]* | 7/2  |    |        |  L14821  |
          525.539     |          525.539665  |       0.5 |             |      |  23.08230349   -   25.44082574  | 3s2.3p4.(3P).4d    | 4P    | 1/2  | 3s2.3p4.(3P<2>).5f | 2[1]* | 3/2  |    |        |  L14821  |
          525.5677    |          525.566531  |        1* |             |      |  22.81135843   -   25.169760115 | 3s2.3p4.(3P).4d    | 4D    | 3/2  | 3s2.3p4.(1D).5p    | 2P*   | 3/2  |    |        |  L14821  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          525.5677    |          525.5680    |        1* |             |      |  24.814064898  -   27.172460    | 3s2.3p4.(1D).4d    | 2F    | 7/2  | 3s2.3p4.(1D<2>).5f | 2[3]* | 7/2  |    |        |  L14821  |
          525.5677    |          525.5681    |        1* |             |      |  24.79461100   -   27.153006    | 3s2.3p4.(1D).4d    | 2D    | 3/2  | 3s2.3p4.(1D<2>).5f | 2[2]* | 3/2  |    |        |  L14821  |
          525.65648   |          525.65636   |         8 |             |      |  23.514204395  -   25.87220304  | 3s2.3p4.(3P).5p    | 4D*   | 5/2  | 3s2.3p4.(3P).6d    | 4F    | 5/2  |    |        |  L11520  |
          525.8223    |          525.8249    |         1 |             |      |  24.15972864   -   26.5169717   | 3s2.3p4.(3P<2>).4f | 2[3]* | 5/2  | 3s2.3p4.(3P<2>).7g | 2[3]  | 5/2  |    |        |  L14821  |
          525.9174    |          525.91803   |         1 |             |      |  23.08230349   -   25.43912897  | 3s2.3p4.(3P).4d    | 4P    | 1/2  | 3s2.3p4.(3P<2>).5f | 2[1]* | 1/2  |    |        |  L14821  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          526.18987   |          526.18981   |         7 |             |      |  24.15972864   -   26.5153368   | 3s2.3p4.(3P<2>).4f | 2[3]* | 5/2  | 3s2.3p4.(3P<2>).7g | 2[4]  | 7/2  |    |        |   L2634  |
          526.4305    |          526.4302    |         1 |             |      |  24.16242396   -   26.5169564   | 3s2.3p4.(3P<2>).4f | 2[3]* | 7/2  | 3s2.3p4.(3P<2>).7g | 2[3]  | 7/2  |    |        |  L14821  |
          526.47819   |          526.47824   |        17 |             |      |  23.54889313   -   25.90321077  | 3s2.3p4.(3P).4d    | 2P    | 1/2  | 3s2.3p4.(1D<2>).4f | 2[2]* | 3/2  |    |        |  L11520  |
          526.71634   |          526.71651   |        14 |             |      |  23.404027598  -   25.75728027  | 3s2.3p4.(3P).5p    | 4P*   | 5/2  | 3s2.3p4.(3P).6d    | 4D    | 5/2  |    |        |  L11520  |
          526.7958    |          526.79597   |         3 |             |      |  24.16242396   -   26.5153217   | 3s2.3p4.(3P<2>).4f | 2[3]* | 7/2  | 3s2.3p4.(3P<2>).7g | 2[4]  | 9/2  |    |        |  L14821  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          526.8246    |          526.82584   |         3 |             |      |  24.16242396   -   26.5151883   | 3s2.3p4.(3P<2>).4f | 2[3]* | 7/2  | 3s2.3p4.(3P<2>).7g | 2[5]  | 9/2  |    |        |  L14821  |
          526.9761    |          526.97569   |         4 |             |      |  23.438088809  -   25.79018407  | 3s2.3p4.(3P).5p    | 4P*   | 3/2  | 3s2.3p4.(3P).6d    | 4D    | 3/2  |    |        |  L11520  |
          527.3580    |          527.3598    |         1 |             |      |  23.89325004   -   26.2436324   | 3s2.3p4.(3P).4d    | 2D    | 3/2  | 3s2.3p4.(3P<1>).6f | 2[3]* | 5/2  |    |        |  L14821  |
          527.385     |          527.38704   |       0.5 |             |      |  23.702008951  -   26.05226965  | 3s2.3p4.(3P).5p    | 4S*   | 3/2  | 3s2.3p4.(3P).6d    | 2D    | 5/2  |    |        |  L14821  |
          528.16295   |          528.162946  |        21 |             |      |  23.404027598  -   25.75083567  | 3s2.3p4.(3P).5p    | 4P*   | 5/2  | 3s2.3p4.(3P).6d    | 4D    | 7/2  |    |        |  L11520  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          528.3437    |          528.345700  |       1bl |             |      |  23.070289982  -   25.41628630  | 3s2.3p4.(3P).4d    | 4F    | 5/2  | 3s2.3p4.(3P<2>).5f | 2[3]* | 7/2  |    |        |  L14821  |
          528.5438    |          528.543022  |         2 |             |      |  22.82463962   -   25.169760115 | 3s2.3p4.(1D).3d    | 2S    | 1/2  | 3s2.3p4.(1D).5p    | 2P*   | 3/2  |    |        |  L14821  |
          528.68866   |          528.688689  |        18 | 2.e+05      | C    |  17.265833524  -   19.61030789  | 3s2.3p4.(3P).4s    | 2P    | 1/2  | 3s2.3p4.(3P).4p    | 4D*   | 3/2  |    |   T926 |  L11520  |
          528.8634    |          528.863551  |         1 |             |      |  23.070289982  -   25.41398919  | 3s2.3p4.(3P).4d    | 4F    | 5/2  | 3s2.3p4.(3P<2>).5f | 2[3]* | 5/2  |    |        |  L14821  |
          529.00551   |          529.00553   |         9 |             |      |  24.31038415   -   26.6534543   | 3s2.3p4.(3P<1>).4f | 2[2]* | 3/2  | 3s2.3p4.(3P<1>).7g | 2[3]  | 5/2  |    |        |  L11520  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          529.099     |          529.1006    |      0.5p |             |      |  24.17649235   -   26.519141    | 3s2.3p4.(3P<2>).4f | 2[2]* | 3/2  | 3s2.3p4.(3P<2>).7g | 2[2]  | 3/2  |    |        |  L14821  |
          529.197     |          529.194971  |       0.5 |             |      |  23.48728630   -   25.82951773  | 3s2.3p4.(3P).5p    | 4P*   | 1/2  | 3s2.3p4.(3P).7s    | 4P    | 1/2  |    |        |  L14821  |
          529.38157   |          529.38155   |         6 |             |      |  24.31205385   -   26.6534598   | 3s2.3p4.(3P<1>).4f | 2[2]* | 5/2  | 3s2.3p4.(3P<1>).7g | 2[3]  | 7/2  |    |        |  L11520  |
          529.5892    |          529.5911    |         3 |             |      |  24.17649235   -   26.5169717   | 3s2.3p4.(3P<2>).4f | 2[2]* | 3/2  | 3s2.3p4.(3P<2>).7g | 2[3]  | 5/2  |    |        |  L14821  |
          529.63883   |          529.63885   |         7 |             |      |  24.313723219  -   26.6539917   | 3s2.3p4.(3P<1>).4f | 2[4]* | 9/2  | 3s2.3p4.(3P<1>).7g | 2[5]  | 11/2 |    |        |  L11520  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          529.6791    |          529.67949   |         3 |             |      |  23.89325004   -   26.23333896  | 3s2.3p4.(3P).4d    | 2D    | 3/2  | 3s2.3p4.(3P<1>).6f | 2[2]* | 5/2  |    |        |  L14821  |
          529.8001    |          529.799994  |         2 |             |      |  23.619908872  -   25.95946554  | 3s2.3p4.(3P).5p    | 2P*   | 3/2  | 3s2.3p4.(3P).6d    | 2F    | 5/2  |    |        |  L11520  |
          529.90805   |          529.908241  |         5 |             |      |  23.620386781  -   25.95946554  | 3s2.3p4.(3P).5p    | 2D*   | 5/2  | 3s2.3p4.(3P).6d    | 2F    | 5/2  |    |        |   L2634  |
          529.948     |          529.94925   |         0 |             |      |  23.64788005   -   25.98677781  | 3s2.3p4.(3P).5p    | 4D*   | 1/2  | 3s2.3p4.(3P).6d    | 2P    | 3/2  |    |        |  L14821  |
          530.07745   |          530.07752   |         8 |             |      |  24.31566967   -   26.6540015   | 3s2.3p4.(3P<1>).4f | 2[4]* | 7/2  | 3s2.3p4.(3P<1>).7g | 2[5]  | 9/2  |    |        |  L11520  |
                      |                      |           |             |      |                                 |                    |       |      |                    |       |      |    |        |          |
          530.256     |          530.256944  |         0 |             |      |  23.103285166  -   25.44082574  | 3s2.3p4.(3P).4d    | 4F    | 3/2  | 3s2.3p4.(3P<2>).5f | 2[1]* | 3/2  |    |        |  L14821  |
          530.56856   |          530.5682    |       15* |             |      |  24.18078735   -   26.5169564   | 3s2.3p4.(3P<2>).4f | 2[2]* | 5/2  | 3s2.3p4.(3P<2>).7g | 2[3]  | 7/2  |    |        |  L11520  |
